20,15
19,17
4,3
8,7
3,3
4,2
3,1
5,2
5,6
3,2
3,3
2,2
20,18
2,2
9,8
2,1
2,2
2,1
2,2
3,3
4,3
1,1
1,1
11,9
8,11
4,2
6,7
24,20
32,36
3,2
1,0
4,3
1,0
2,2
13,17
2,1
1,2
0,0
3,2
3,3
3,3
2,2
2,1
2,1
3,2
1,1
3,3
1,1
9,8
8,7
12,14
3,1
4,3
20,17
1,0
3,1
2,1
2,1
0,0
11,14
3,2
3,2
2,1
3,2
2,0
41,39
24,22
3,3
3,3
2,2
3,3
6,7
2,2
3,2
2,3
17,18
2,1
3,2
2,2
0,0
3,2
3,2
8,9
1,1
2,1
3,3
17,6
3,3
0,0
1,0
14,12
3,2
2,2
4,4
2,0
10,8
7,6
17,19
1,0
0,0
3,2
2,2
4,4
4,3
4,3
1,0
4,2
4,3
8,7
3,2
16,18
3,2
4,3
1,0
19,16
3,2
3,1
9,8
2,2
0,0
4,3
1,1
2,1
2,1
21,20
3,2
2,1
2,1
1,1
12,9
8,6
4,3
4,3
3,2
45,40
3,2
8,7
2,2
8,8
3,3
2,2
9,8
8,7
37,34
18,19
8,8
3,2
12,10
3,1
3,2
16,10
2,2
8,8
3,2
32,35
17,16
3,3
2,3
0,0
3,3
1,1
1,1
8,7
1,2
2,2
8,7
3,3
3,3
24,17
0,0
8,8
1,1
9,7
3,2
1,1
1,1
4,2
16,17
2,1
3,2
2,2
3,4
10,9
2,1
4,3
2,1
3,3
2,1
3,3
8,8
1,1
3,2
7,7
3,2
3,2
3,1
2,2
8,6
41,48
1,0
2,1
4,3
4,3
1,0
21,15
15,6
45,37
3,3
2,2
2,2
4,3
4,3
3,2
2,2
3,3
19,14
3,2
2,1
16,14
3,2
9,8
3,2
3,3
9,8
0,0
2,1
0,0
40,41
6,5
0,0
3,1
2,2
3,3
1,1
7,7
3,2
3,3
16,16
8,8
4,7
3,3
0,0
44,42
0,0
1,1
3,3
4,3
7,7
8,10
2,3
20,15
4,3
3,2
10,7
3,3
3,2
1,1
0,0
4,3
4,5
2,2
3,4
1,1
4,3
2,2
1,0
2,1
42,40
3,2
7,6
3,3
2,1
22,19
3,1
4,3
8,6
3,2
4,3
16,11
17,19
2,2
4,3
1,1
3,2
1,2
2,1
1,1
0,1
6,6
2,0
30,32
8,9
35,41
20,17
7,7
1,1
8,5
1,1
14,15
9,7
3,2
16,14
4,3
2,1
1,1
20,29
40,38
2,2
8,8
4,3
2,2
8,12
40,41
9,7
1,2
19,19
21,18
3,2
21,16
2,2
4,3
1,2
36,39
2,1
2,1
41,39
6,6
1,1
8,10
16,16
40,36
1,0
1,1
3,3
1,0
16,15
1,0
3,2
6,7
11,10
1,1
20,25
3,2
1,0
5,3
3,2
3,2
3,3
2,2
7,14
15,18
4,3
3,3
1,1
1,0
1,0
4,4
3,2
50,49
2,2
0,0
11,20
3,2
4,3
2,2
2,2
8,9
30,30
1,0
3,2
17,13
4,3
4,2
3,1
3,3
10,8
2,0
2,1
2,1
2,1
1,0
0,0
1,0
31,37
3,2
4,3
3,3
17,19
9,8
9,8
8,6
1,1
2,2
1,0
3,1
0,0
4,2
2,2
9,8
1,1
8,8
3,3
3,2
3,2
4,2
2,2
2,2
3,2
3,2
16,17
4,3
17,15
11,8
1,1
2,2
36,35
14,17
5,4
3,2
40,35
2,2
6,7
